PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,IsAlone,FareCat
491,0,3,0,25,1,0,19.9667,1,1,2,0,3
492,0,3,0,21,0,0,7.25,1,1,1,1,1
493,0,1,0,55,0,0,30.5,1,1,1,1,3
494,0,1,0,71,0,0,49.5042,2,1,1,1,4
495,0,3,0,21,0,0,8.05,1,1,1,1,2
496,0,3,0,25,0,0,14.4583,2,1,1,1,3
497,1,1,1,54,1,0,78.2667,2,2,2,0,4
498,0,3,0,25,0,0,15.1,1,1,1,1,3
499,0,1,1,25,1,2,151.55,1,3,4,0,4
500,0,3,0,24,0,0,7.7958,1,1,1,1,1
501,0,3,0,17,0,0,8.6625,1,1,1,1,2
502,0,3,1,21,0,0,7.75,3,2,1,1,1
503,0,3,1,21,0,0,7.6292,3,2,1,1,1
504,0,3,1,37,0,0,9.5875,1,2,1,1,2
505,1,1,1,16,0,0,86.5,1,2,1,1,4
506,0,1,0,18,1,0,108.9,2,1,2,0,4
507,1,2,1,33,0,2,26.0,1,3,3,0,3
508,1,1,0,40,0,0,26.55,1,1,1,1,3
509,0,3,0,28,0,0,22.525,1,1,1,1,3
510,1,3,0,26,0,0,56.4958,1,1,1,1,4
511,1,3,0,29,0,0,7.75,3,1,1,1,1
512,0,3,0,25,0,0,8.05,1,1,1,1,2
513,1,1,0,36,0,0,26.2875,1,1,1,1,3
514,1,1,1,54,1,0,59.4,2,3,2,0,4
515,0,3,0,24,0,0,7.4958,1,1,1,1,1
516,0,1,0,47,0,0,34.0208,1,1,1,1,4
517,1,2,1,34,0,0,10.5,1,3,1,1,2
518,0,3,0,25,0,0,24.15,3,1,1,1,3
519,1,2,1,36,1,0,26.0,1,3,2,0,3
520,0,3,0,32,0,0,7.8958,1,1,1,1,1
521,1,1,1,30,0,0,93.5,1,2,1,1,4
522,0,3,0,22,0,0,7.8958,1,1,1,1,1
523,0,3,0,25,0,0,7.225,2,1,1,1,1
524,1,1,1,44,0,1,57.9792,2,3,2,0,4
525,0,3,0,25,0,0,7.2292,2,1,1,1,1
526,0,3,0,40,0,0,7.75,3,1,1,1,1
527,1,2,1,50,0,0,10.5,1,2,1,1,2
528,0,1,0,40,0,0,221.7792,1,1,1,1,4
529,0,3,0,39,0,0,7.925,1,1,1,1,2
530,0,2,0,23,2,1,11.5,1,1,4,0,2
531,1,2,1,2,1,1,26.0,1,2,3,0,3
532,0,3,0,25,0,0,7.2292,2,1,1,1,1
533,0,3,0,17,1,1,7.2292,2,1,3,0,1
534,1,3,1,21,0,2,22.3583,2,3,3,0,3
535,0,3,1,30,0,0,8.6625,1,2,1,1,2
536,1,2,1,7,0,2,26.25,1,2,3,0,3
537,0,1,0,45,0,0,26.55,1,5,1,1,3
538,1,1,1,30,0,0,106.425,2,2,1,1,4
539,0,3,0,25,0,0,14.5,1,1,1,1,3
540,1,1,1,22,0,2,49.5,2,2,3,0,4
541,1,1,1,36,0,2,71.0,1,2,3,0,4
542,0,3,1,9,4,2,31.275,1,2,7,0,4
543,0,3,1,11,4,2,31.275,1,2,7,0,4
544,1,2,0,32,1,0,26.0,1,1,2,0,3
545,0,1,0,50,1,0,106.425,2,1,2,0,4
546,0,1,0,64,0,0,26.0,1,1,1,1,3
547,1,2,1,19,1,0,26.0,1,3,2,0,3
548,1,2,0,30,0,0,13.8625,2,1,1,1,2
549,0,3,0,33,1,1,20.525,1,1,3,0,3
550,1,2,0,8,1,1,36.75,1,4,3,0,4
551,1,1,0,17,0,2,110.8833,2,1,3,0,4
552,0,2,0,27,0,0,26.0,1,1,1,1,3
553,0,3,0,25,0,0,7.8292,3,1,1,1,1
554,1,3,0,22,0,0,7.225,2,1,1,1,1
555,1,3,1,22,0,0,7.775,1,2,1,1,1
556,0,1,0,62,0,0,26.55,1,1,1,1,3
557,1,1,1,48,1,0,39.6,2,5,2,0,4
558,0,1,0,40,0,0,227.525,2,1,1,1,4
559,1,1,1,39,1,1,79.65,1,3,3,0,4
560,1,3,1,36,1,0,17.4,1,3,2,0,3
561,0,3,0,25,0,0,7.75,3,1,1,1,1
562,0,3,0,40,0,0,7.8958,1,1,1,1,1
563,0,2,0,28,0,0,13.5,1,1,1,1,2
564,0,3,0,25,0,0,8.05,1,1,1,1,2
565,0,3,1,21,0,0,8.05,1,2,1,1,2
566,0,3,0,24,2,0,24.15,1,1,3,0,3
567,0,3,0,19,0,0,7.8958,1,1,1,1,1
568,0,3,1,29,0,4,21.075,1,3,5,0,3
569,0,3,0,25,0,0,7.2292,2,1,1,1,1
570,1,3,0,32,0,0,7.8542,1,1,1,1,1
571,1,2,0,62,0,0,10.5,1,1,1,1,2
572,1,1,1,53,2,0,51.4792,1,3,3,0,4
573,1,1,0,36,0,0,26.3875,1,1,1,1,3
574,1,3,1,21,0,0,7.75,3,2,1,1,1
575,0,3,0,16,0,0,8.05,1,1,1,1,2
576,0,3,0,19,0,0,14.5,1,1,1,1,3
577,1,2,1,34,0,0,13.0,1,2,1,1,2
578,1,1,1,39,1,0,55.9,1,3,2,0,4
579,0,3,1,21,1,0,14.4583,2,3,2,0,3
580,1,3,0,32,0,0,7.925,1,1,1,1,2
581,1,2,1,25,1,1,30.0,1,2,3,0,3
582,1,1,1,39,1,1,110.8833,2,3,3,0,4
583,0,2,0,54,0,0,26.0,1,1,1,1,3
584,0,1,0,36,0,0,40.125,2,1,1,1,4
585,0,3,0,25,0,0,8.7125,2,1,1,1,2
586,1,1,1,18,0,2,79.65,1,2,3,0,4
587,0,2,0,47,0,0,15.0,1,1,1,1,3
588,1,1,0,60,1,1,79.2,2,1,3,0,4
589,0,3,0,22,0,0,8.05,1,1,1,1,2
590,0,3,0,25,0,0,8.05,1,1,1,1,2
591,0,3,0,35,0,0,7.125,1,1,1,1,1
592,1,1,1,52,1,0,78.2667,2,3,2,0,4
593,0,3,0,47,0,0,7.25,1,1,1,1,1
594,0,3,1,21,0,2,7.75,3,2,3,0,1
595,0,2,0,37,1,0,26.0,1,1,2,0,3
596,0,3,0,36,1,1,24.15,1,1,3,0,3
597,1,2,1,28,0,0,33.0,1,2,1,1,4
598,0,3,0,49,0,0,0.0,1,1,1,1,1
599,0,3,0,25,0,0,7.225,2,1,1,1,1
600,1,1,0,49,1,0,56.9292,2,5,2,0,4
601,1,2,1,24,2,1,27.0,1,3,4,0,3
602,0,3,0,25,0,0,7.8958,1,1,1,1,1
603,0,1,0,40,0,0,42.4,1,1,1,1,4
604,0,3,0,44,0,0,8.05,1,1,1,1,2
605,1,1,0,35,0,0,26.55,2,1,1,1,3
606,0,3,0,36,1,0,15.55,1,1,2,0,3
607,0,3,0,30,0,0,7.8958,1,1,1,1,1
608,1,1,0,27,0,0,30.5,1,1,1,1,3
609,1,2,1,22,1,2,41.5792,2,3,4,0,4
610,1,1,1,40,0,0,153.4625,1,2,1,1,4
611,0,3,1,39,1,5,31.275,1,3,7,0,4
612,0,3,0,25,0,0,7.05,1,1,1,1,1
613,1,3,1,21,1,0,15.5,3,2,2,0,3
614,0,3,0,25,0,0,7.75,3,1,1,1,1
615,0,3,0,35,0,0,8.05,1,1,1,1,2
616,1,2,1,24,1,2,65.0,1,2,4,0,4
617,0,3,0,34,1,1,14.4,1,1,3,0,2
618,0,3,1,26,1,0,16.1,1,3,2,0,3
619,1,2,1,4,2,1,39.0,1,2,4,0,4
620,0,2,0,26,0,0,10.5,1,1,1,1,2
621,0,3,0,27,1,0,14.4542,2,1,2,0,3
622,1,1,0,42,1,0,52.5542,1,1,2,0,4
623,1,3,0,20,1,1,15.7417,2,1,3,0,3
624,0,3,0,21,0,0,7.8542,1,1,1,1,1
625,0,3,0,21,0,0,16.1,1,1,1,1,3
626,0,1,0,61,0,0,32.3208,1,1,1,1,4
627,0,2,0,57,0,0,12.35,3,5,1,1,2
628,1,1,1,21,0,0,77.9583,1,2,1,1,4
629,0,3,0,26,0,0,7.8958,1,1,1,1,1
630,0,3,0,25,0,0,7.7333,3,1,1,1,1
631,1,1,0,80,0,0,30.0,1,1,1,1,3
632,0,3,0,51,0,0,7.0542,1,1,1,1,1
633,1,1,0,32,0,0,30.5,2,5,1,1,3
634,0,1,0,40,0,0,0.0,1,1,1,1,1
635,0,3,1,9,3,2,27.9,1,2,6,0,3
636,1,2,1,28,0,0,13.0,1,2,1,1,2
637,0,3,0,32,0,0,7.925,1,1,1,1,2
638,0,2,0,31,1,1,26.25,1,1,3,0,3
639,0,3,1,41,0,5,39.6875,1,3,6,0,4
640,0,3,0,25,1,0,16.1,1,1,2,0,3
641,0,3,0,20,0,0,7.8542,1,1,1,1,1
642,1,1,1,24,0,0,69.3,2,2,1,1,4
643,0,3,1,2,3,2,27.9,1,2,6,0,3
644,1,3,0,25,0,0,56.4958,1,1,1,1,4
645,1,3,1,0,2,1,19.2583,2,2,4,0,3
646,1,1,0,48,1,0,76.7292,2,1,2,0,4
647,0,3,0,19,0,0,7.8958,1,1,1,1,1
648,1,1,0,56,0,0,35.5,2,5,1,1,4
649,0,3,0,25,0,0,7.55,1,1,1,1,1
650,1,3,1,23,0,0,7.55,1,2,1,1,1
651,0,3,0,25,0,0,7.8958,1,1,1,1,1
652,1,2,1,18,0,1,23.0,1,2,2,0,3
653,0,3,0,21,0,0,8.4333,1,1,1,1,2
654,1,3,1,21,0,0,7.8292,3,2,1,1,1
655,0,3,1,18,0,0,6.75,3,2,1,1,1
656,0,2,0,24,2,0,73.5,1,1,3,0,4
657,0,3,0,25,0,0,7.8958,1,1,1,1,1
658,0,3,1,32,1,1,15.5,3,3,3,0,3
659,0,2,0,23,0,0,13.0,1,1,1,1,2
660,0,1,0,58,0,2,113.275,2,1,3,0,4
661,1,1,0,50,2,0,133.65,1,5,3,0,4
662,0,3,0,40,0,0,7.225,2,1,1,1,1
663,0,1,0,47,0,0,25.5875,1,1,1,1,3
664,0,3,0,36,0,0,7.4958,1,1,1,1,1
665,1,3,0,20,1,0,7.925,1,1,2,0,2
666,0,2,0,32,2,0,73.5,1,1,3,0,4
667,0,2,0,25,0,0,13.0,1,1,1,1,2
668,0,3,0,25,0,0,7.775,1,1,1,1,1
669,0,3,0,43,0,0,8.05,1,1,1,1,2
670,1,1,1,35,1,0,52.0,1,3,2,0,4
671,1,2,1,40,1,1,39.0,1,3,3,0,4
672,0,1,0,31,1,0,52.0,1,1,2,0,4
673,0,2,0,70,0,0,10.5,1,1,1,1,2
674,1,2,0,31,0,0,13.0,1,1,1,1,2
675,0,2,0,30,0,0,0.0,1,1,1,1,1
676,0,3,0,18,0,0,7.775,1,1,1,1,1
677,0,3,0,24,0,0,8.05,1,1,1,1,2
678,1,3,1,18,0,0,9.8417,1,2,1,1,2
679,0,3,1,43,1,6,46.9,1,3,8,0,4
680,1,1,0,36,0,1,512.3292,2,1,2,0,4
681,0,3,1,21,0,0,8.1375,3,2,1,1,2
682,1,1,0,27,0,0,76.7292,2,1,1,1,4
683,0,3,0,20,0,0,9.225,1,1,1,1,2
684,0,3,0,14,5,2,46.9,1,1,8,0,4
685,0,2,0,60,1,1,39.0,1,1,3,0,4
686,0,2,0,25,1,2,41.5792,2,1,4,0,4
687,0,3,0,14,4,1,39.6875,1,1,6,0,4
688,0,3,0,19,0,0,10.1708,1,1,1,1,2
689,0,3,0,18,0,0,7.7958,1,1,1,1,1
690,1,1,1,15,0,1,211.3375,1,2,2,0,4
691,1,1,0,31,1,0,57.0,1,1,2,0,4
692,1,3,1,4,0,1,13.4167,2,2,2,0,2
693,1,3,0,25,0,0,56.4958,1,1,1,1,4
694,0,3,0,25,0,0,7.225,2,1,1,1,1
695,0,1,0,60,0,0,26.55,1,5,1,1,3
696,0,2,0,52,0,0,13.5,1,1,1,1,2
697,0,3,0,44,0,0,8.05,1,1,1,1,2
698,1,3,1,21,0,0,7.7333,3,2,1,1,1
699,0,1,0,49,1,1,110.8833,2,1,3,0,4
700,0,3,0,42,0,0,7.65,1,1,1,1,1
701,1,1,1,18,1,0,227.525,2,3,2,0,4
702,1,1,0,35,0,0,26.2875,1,1,1,1,3
703,0,3,1,18,0,1,14.4542,2,2,2,0,3
704,0,3,0,25,0,0,7.7417,3,1,1,1,1
705,0,3,0,26,1,0,7.8542,1,1,2,0,1
706,0,2,0,39,0,0,26.0,1,1,1,1,3
707,1,2,1,45,0,0,13.5,1,3,1,1,2
708,1,1,0,42,0,0,26.2875,1,1,1,1,3
709,1,1,1,22,0,0,151.55,1,2,1,1,4
710,1,3,0,25,1,1,15.2458,2,4,3,0,3
711,1,1,1,24,0,0,49.5042,2,2,1,1,4
712,0,1,0,40,0,0,26.55,1,1,1,1,3
713,1,1,0,48,1,0,52.0,1,1,2,0,4
714,0,3,0,29,0,0,9.4833,1,1,1,1,2
715,0,2,0,52,0,0,13.0,1,1,1,1,2
716,0,3,0,19,0,0,7.65,1,1,1,1,1
717,1,1,1,38,0,0,227.525,2,2,1,1,4
718,1,2,1,27,0,0,10.5,1,2,1,1,2
719,0,3,0,25,0,0,15.5,3,1,1,1,3
720,0,3,0,33,0,0,7.775,1,1,1,1,1
721,1,2,1,6,0,1,33.0,1,2,2,0,4
722,0,3,0,17,1,0,7.0542,1,1,2,0,1
723,0,2,0,34,0,0,13.0,1,1,1,1,2
724,0,2,0,50,0,0,13.0,1,1,1,1,2
725,1,1,0,27,1,0,53.1,1,1,2,0,4
726,0,3,0,20,0,0,8.6625,1,1,1,1,2
727,1,2,1,30,3,0,21.0,1,3,4,0,3
728,1,3,1,21,0,0,7.7375,3,2,1,1,1
729,0,2,0,25,1,0,26.0,1,1,2,0,3
730,0,3,1,25,1,0,7.925,1,2,2,0,2
731,1,1,1,29,0,0,211.3375,1,2,1,1,4
732,0,3,0,11,0,0,18.7875,2,1,1,1,3
733,0,2,0,30,0,0,0.0,1,1,1,1,1
734,0,2,0,23,0,0,13.0,1,1,1,1,2
735,0,2,0,23,0,0,13.0,1,1,1,1,2
736,0,3,0,28,0,0,16.1,1,1,1,1,3
737,0,3,1,48,1,3,34.375,1,3,5,0,4
738,1,1,0,35,0,0,512.3292,2,1,1,1,4
739,0,3,0,25,0,0,7.8958,1,1,1,1,1
740,0,3,0,25,0,0,7.8958,1,1,1,1,1
741,1,1,0,40,0,0,30.0,1,1,1,1,3
742,0,1,0,36,1,0,78.85,1,1,2,0,4
743,1,1,1,21,2,2,262.375,2,2,5,0,4
744,0,3,0,24,1,0,16.1,1,1,2,0,3
745,1,3,0,31,0,0,7.925,1,1,1,1,2
746,0,1,0,70,1,1,71.0,1,5,3,0,4
747,0,3,0,16,1,1,20.25,1,1,3,0,3
748,1,2,1,30,0,0,13.0,1,2,1,1,2
749,0,1,0,19,1,0,53.1,1,1,2,0,4
750,0,3,0,31,0,0,7.75,3,1,1,1,1
751,1,2,1,4,1,1,23.0,1,2,3,0,3
752,1,3,0,6,0,1,12.475,1,4,2,0,2
753,0,3,0,33,0,0,9.5,1,1,1,1,2
754,0,3,0,23,0,0,7.8958,1,1,1,1,1
755,1,2,1,48,1,2,65.0,1,3,4,0,4
756,1,2,0,0,1,1,14.5,1,4,3,0,3
757,0,3,0,28,0,0,7.7958,1,1,1,1,1
758,0,2,0,18,0,0,11.5,1,1,1,1,2
759,0,3,0,34,0,0,8.05,1,1,1,1,2
760,1,1,1,33,0,0,86.5,1,5,1,1,4
761,0,3,0,25,0,0,14.5,1,1,1,1,3
762,0,3,0,41,0,0,7.125,1,1,1,1,1
763,1,3,0,20,0,0,7.2292,2,1,1,1,1
764,1,1,1,36,1,2,120.0,1,3,4,0,4
765,0,3,0,16,0,0,7.775,1,1,1,1,1
766,1,1,1,51,1,0,77.9583,1,3,2,0,4
767,0,1,0,40,0,0,39.6,2,5,1,1,4
768,0,3,1,30,0,0,7.75,3,2,1,1,1
769,0,3,0,25,1,0,24.15,3,1,2,0,3
770,0,3,0,32,0,0,8.3625,1,1,1,1,2
771,0,3,0,24,0,0,9.5,1,1,1,1,2
772,0,3,0,48,0,0,7.8542,1,1,1,1,1
773,0,2,1,57,0,0,10.5,1,3,1,1,2
774,0,3,0,25,0,0,7.225,2,1,1,1,1
775,1,2,1,54,1,3,23.0,1,3,5,0,3
776,0,3,0,18,0,0,7.75,1,1,1,1,1
777,0,3,0,25,0,0,7.75,3,1,1,1,1
778,1,3,1,5,0,0,12.475,1,2,1,1,2
779,0,3,0,25,0,0,7.7375,3,1,1,1,1
780,1,1,1,43,0,1,211.3375,1,3,2,0,4
781,1,3,1,13,0,0,7.2292,2,2,1,1,1
782,1,1,1,17,1,0,57.0,1,3,2,0,4
783,0,1,0,29,0,0,30.0,1,1,1,1,3
784,0,3,0,25,1,2,23.45,1,1,4,0,3
785,0,3,0,25,0,0,7.05,1,1,1,1,1
786,0,3,0,25,0,0,7.25,1,1,1,1,1
787,1,3,1,18,0,0,7.4958,1,2,1,1,1
788,0,3,0,8,4,1,29.125,3,4,6,0,3
789,1,3,0,1,1,2,20.575,1,4,4,0,3
790,0,1,0,46,0,0,79.2,2,1,1,1,4
791,0,3,0,25,0,0,7.75,3,1,1,1,1
792,0,2,0,16,0,0,26.0,1,1,1,1,3
793,0,3,1,21,8,2,69.55,1,2,11,0,4
794,0,1,0,40,0,0,30.6958,2,1,1,1,3
795,0,3,0,25,0,0,7.8958,1,1,1,1,1
796,0,2,0,39,0,0,13.0,1,1,1,1,2
797,1,1,1,49,0,0,25.9292,1,5,1,1,3
798,1,3,1,31,0,0,8.6833,1,3,1,1,2
799,0,3,0,30,0,0,7.2292,2,1,1,1,1
800,0,3,1,30,1,1,24.15,1,3,3,0,3
801,0,2,0,34,0,0,13.0,1,1,1,1,2
802,1,2,1,31,1,1,26.25,1,3,3,0,3
803,1,1,0,11,1,2,120.0,1,4,4,0,4
804,1,3,0,0,0,1,8.5167,2,4,2,0,2
805,1,3,0,27,0,0,6.975,1,1,1,1,1
806,0,3,0,31,0,0,7.775,1,1,1,1,1
807,0,1,0,39,0,0,0.0,1,1,1,1,1
808,0,3,1,18,0,0,7.775,1,2,1,1,1
809,0,2,0,39,0,0,13.0,1,1,1,1,2
810,1,1,1,33,1,0,53.1,1,3,2,0,4
811,0,3,0,26,0,0,7.8875,1,1,1,1,1
812,0,3,0,39,0,0,24.15,1,1,1,1,3
813,0,2,0,35,0,0,10.5,1,1,1,1,2
814,0,3,1,6,4,2,31.275,1,2,7,0,4
815,0,3,0,30,0,0,8.05,1,1,1,1,2
816,0,1,0,40,0,0,0.0,1,1,1,1,1
817,0,3,1,23,0,0,7.925,1,2,1,1,2
818,0,2,0,31,1,1,37.0042,2,1,3,0,4
819,0,3,0,43,0,0,6.45,1,1,1,1,1
820,0,3,0,10,3,2,27.9,1,4,6,0,3
821,1,1,1,52,1,1,93.5,1,3,3,0,4
822,1,3,0,27,0,0,8.6625,1,1,1,1,2
823,0,1,0,38,0,0,0.0,1,5,1,1,1
824,1,3,1,27,0,1,12.475,1,3,2,0,2
825,0,3,0,2,4,1,39.6875,1,4,6,0,4
826,0,3,0,25,0,0,6.95,3,1,1,1,1
827,0,3,0,25,0,0,56.4958,1,1,1,1,4
828,1,2,0,1,0,2,37.0042,2,4,3,0,4
829,1,3,0,25,0,0,7.75,3,1,1,1,1
830,1,1,1,62,0,0,80.0,0,3,1,1,4
831,1,3,1,15,1,0,14.4542,2,3,2,0,3
832,1,2,0,0,1,1,18.75,1,4,3,0,3
833,0,3,0,25,0,0,7.2292,2,1,1,1,1
834,0,3,0,23,0,0,7.8542,1,1,1,1,1
835,0,3,0,18,0,0,8.3,1,1,1,1,2
836,1,1,1,39,1,1,83.1583,2,2,3,0,4
837,0,3,0,21,0,0,8.6625,1,1,1,1,2
838,0,3,0,25,0,0,8.05,1,1,1,1,2
839,1,3,0,32,0,0,56.4958,1,1,1,1,4
840,1,1,0,40,0,0,29.7,2,1,1,1,3
841,0,3,0,20,0,0,7.925,1,1,1,1,2
842,0,2,0,16,0,0,10.5,1,1,1,1,2
843,1,1,1,30,0,0,31.0,2,2,1,1,3
844,0,3,0,34,0,0,6.4375,2,1,1,1,1
845,0,3,0,17,0,0,8.6625,1,1,1,1,2
846,0,3,0,42,0,0,7.55,1,1,1,1,1
847,0,3,0,25,8,2,69.55,1,1,11,0,4
848,0,3,0,35,0,0,7.8958,2,1,1,1,1
849,0,2,0,28,0,1,33.0,1,5,2,0,4
850,1,1,1,35,1,0,89.1042,2,3,2,0,4
851,0,3,0,4,4,2,31.275,1,4,7,0,4
852,0,3,0,74,0,0,7.775,1,1,1,1,1
853,0,3,1,9,1,1,15.2458,2,2,3,0,3
854,1,1,1,16,0,1,39.4,1,2,2,0,4
855,0,2,1,44,1,0,26.0,1,3,2,0,3
856,1,3,1,18,0,1,9.35,1,3,2,0,2
857,1,1,1,45,1,1,164.8667,1,3,3,0,4
858,1,1,0,51,0,0,26.55,1,1,1,1,3
859,1,3,1,24,0,3,19.2583,2,3,4,0,3
860,0,3,0,25,0,0,7.2292,2,1,1,1,1
861,0,3,0,41,2,0,14.1083,1,1,3,0,2
862,0,2,0,21,1,0,11.5,1,1,2,0,2
863,1,1,1,48,0,0,25.9292,1,3,1,1,3
864,0,3,1,21,8,2,69.55,1,2,11,0,4
865,0,2,0,24,0,0,13.0,1,1,1,1,2
866,1,2,1,42,0,0,13.0,1,3,1,1,2
867,1,2,1,27,1,0,13.8583,2,2,2,0,2
868,0,1,0,31,0,0,50.4958,1,1,1,1,4
869,0,3,0,25,0,0,9.5,1,1,1,1,2
870,1,3,0,4,1,1,11.1333,1,4,3,0,2
871,0,3,0,26,0,0,7.8958,1,1,1,1,1
872,1,1,1,47,1,1,52.5542,1,3,3,0,4
873,0,1,0,33,0,0,5.0,1,1,1,1,1
874,0,3,0,47,0,0,9.0,1,1,1,1,2
875,1,2,1,28,1,0,24.0,2,3,2,0,3
876,1,3,1,15,0,0,7.225,2,2,1,1,1
877,0,3,0,20,0,0,9.8458,1,1,1,1,2
878,0,3,0,19,0,0,7.8958,1,1,1,1,1
879,0,3,0,25,0,0,7.8958,1,1,1,1,1
880,1,1,1,56,0,1,83.1583,2,3,2,0,4
881,1,2,1,25,0,1,26.0,1,3,2,0,3
882,0,3,0,33,0,0,7.8958,1,1,1,1,1
883,0,3,1,22,0,0,10.5167,1,2,1,1,2
884,0,2,0,28,0,0,10.5,1,1,1,1,2
885,0,3,0,25,0,0,7.05,1,1,1,1,1
886,0,3,1,39,0,5,29.125,3,3,6,0,3
887,0,2,0,27,0,0,13.0,1,5,1,1,2
888,1,1,1,19,0,0,30.0,1,2,1,1,3
889,0,3,1,21,1,2,23.45,1,2,4,0,3
890,1,1,0,26,0,0,30.0,2,1,1,1,3
891,0,3,0,32,0,0,7.75,3,1,1,1,1
